0 1 0
0.0332226 0.999707 0.000599417
0.0664452 0.998832 0.00238898
0.0996678 0.99738 0.0053621
0.13289 0.995355 0.00951214
0.166113 0.992763 0.0148313
0.199336 0.98961 0.0213106
0.232558 0.985906 0.0289393
0.265781 0.981658 0.0377055
0.299003 0.976879 0.0475956
0.332226 0.971579 0.0585946
0.365449 0.965771 0.0706864
0.398671 0.95947 0.0838532
0.431894 0.952689 0.0980763
0.465116 0.945445 0.113336
0.498339 0.937754 0.12961
0.531561 0.929633 0.146878
0.564784 0.9211 0.165116
0.598007 0.912174 0.184301
0.631229 0.902873 0.204407
0.664452 0.893216 0.225411
0.697674 0.883224 0.247286
0.730897 0.872916 0.270006
0.76412 0.862312 0.293545
0.797342 0.851432 0.317877
0.830565 0.840297 0.342974
0.863787 0.828926 0.36881
0.89701 0.81734 0.395357
0.930233 0.805558 0.42259
0.963455 0.793601 0.45048
0.996678 0.781486 0.479002
1.0299 0.769234 0.50813
1.06312 0.756862 0.537837
1.09635 0.744389 0.568098
1.12957 0.731832 0.598888
1.16279 0.719209 0.630182
1.19601 0.706536 0.661955
1.22924 0.693829 0.694185
1.26246 0.681104 0.726848
1.29568 0.668374 0.759922
1.3289 0.655656 0.793384
1.36213 0.642961 0.827214
1.39535 0.630304 0.861391
1.42857 0.617696 0.895895
1.46179 0.60515 0.930706
1.49502 0.592675 0.965807
1.52824 0.580283 1.00118
1.56146 0.567983 1.0368
1.59468 0.555785 1.07267
1.62791 0.543697 1.10875
1.66113 0.531728 1.14504
1.69435 0.519883 1.18152
1.72757 0.508171 1.21818
1.7608 0.496598 1.25501
1.79402 0.485168 1.29198
1.82724 0.473889 1.32909
1.86047 0.462763 1.36633
1.89369 0.451796 1.40369
1.92691 0.440991 1.44115
1.96013 0.430352 1.47871
1.99336 0.419882 1.51636
2.02658 0.409582 1.55408
2.0598 0.399455 1.59187
2.09302 0.389503 1.62973
2.12625 0.379728 1.66763
2.15947 0.370129 1.70558
2.19269 0.360709 1.74358
2.22591 0.351467 1.7816
2.25914 0.342404 1.81965
2.29236 0.33352 1.85773
2.32558 0.324814 1.89582
2.3588 0.316285 1.93392
2.39203 0.307934 1.97203
2.42525 0.299759 2.01014
2.45847 0.291759 2.04825
2.49169 0.283932 2.08635
2.52492 0.276277 2.12445
2.55814 0.268793 2.16253
2.59136 0.261478 2.2006
2.62458 0.25433 2.23864
2.65781 0.247347 2.27667
2.69103 0.240527 2.31468
2.72425 0.233867 2.35266
2.75748 0.227367 2.39061
2.7907 0.221022 2.42853
2.82392 0.214831 2.46642
2.85714 0.208792 2.50428
2.89037 0.202902 2.54211
2.92359 0.197159 2.57989
2.95681 0.191559 2.61765
2.99003 0.186101 2.65536
3.02326 0.180782 2.69303
3.05648 0.175599 2.73067
3.0897 0.17055 2.76826
3.12292 0.165632 2.80582
3.15615 0.160843 2.84333
3.18937 0.156179 2.88079
3.22259 0.151639 2.91822
3.25581 0.147219 2.9556
3.28904 0.142918 2.99294
3.32226 0.138732 3.03023
3.35548 0.134659 3.06748
3.3887 0.130697 3.10469
3.42193 0.126842 3.14185
3.45515 0.123093 3.17897
3.48837 0.119448 3.21604
3.52159 0.115903 3.25306
3.55482 0.112456 3.29005
3.58804 0.109105 3.32698
3.62126 0.105848 3.36388
3.65449 0.102683 3.40073
3.68771 0.0996061 3.43753
3.72093 0.0966166 3.47429
3.75415 0.0937119 3.51101
3.78738 0.0908898 3.54768
3.8206 0.0881482 3.58432
3.85382 0.0854851 3.6209
3.88704 0.0828986 3.65745
3.92027 0.0803865 3.69395
3.95349 0.077947 3.73041
