0.001 1 0.001 0.001 1 0.001 0.389268 1 -0.000615667 
0.00266661 1 0.00034036 0.00266661 0.999997 0.0020498 0.658534 0.999998 -0.00164174 
0.00433322 1 0.00016875 0.00433321 0.999993 0.00318362 0.692799 0.999995 -0.00266779 
0.00599983 1 7.84799e-05 0.00599981 0.999988 0.00434802 0.702818 0.999989 -0.00369381 
0.00766644 1 1.65037e-05 0.00766639 0.999983 0.00552331 0.707047 0.999982 -0.00471981 
0.00933306 1 -3.23353e-05 0.00933297 0.999976 0.00670367 0.709216 0.999973 -0.00574577 
0.0109997 1 -7.40073e-05 0.0109995 0.999968 0.00788679 0.71047 0.999963 -0.00677168 
0.0126663 1 -0.00011134 0.0126661 0.999959 0.00907157 0.711257 0.999951 -0.00779754 
0.0143329 1 -0.000145847 0.0143326 0.999949 0.0102574 0.711779 0.999937 -0.00882334 
0.0159995 1 -0.000178409 0.0159991 0.999937 0.011444 0.71214 0.999922 -0.00984907 
0.0176661 1 -0.000209577 0.0176656 0.999924 0.0126311 0.712398 0.999904 -0.0108747 
0.0193327 1 -0.000239708 0.0193321 0.999911 0.0138185 0.712585 0.999885 -0.0119003 
0.0209993 1 -0.000269049 0.0209986 0.999895 0.0150063 0.712722 0.999865 -0.0129257 
0.0226659 0.999999 -0.000297773 0.022665 0.999879 0.0161942 0.712824 0.999842 -0.0139511 
0.0243326 0.999999 -0.000326006 0.0243314 0.999862 0.0173822 0.712899 0.999818 -0.0149764 
0.0259992 0.999998 -0.00035384 0.0259977 0.999843 0.0185704 0.712952 0.999792 -0.0160015 
0.0276658 0.999998 -0.000381347 0.0276641 0.999823 0.0197587 0.71299 0.999765 -0.0170265 
0.0293324 0.999997 -0.000408581 0.0293304 0.999802 0.020947 0.713014 0.999736 -0.0180514 
0.030999 0.999996 -0.000435585 0.0309966 0.999779 0.0221353 0.713028 0.999705 -0.0190761 
0.0326656 0.999995 -0.000462392 0.0326629 0.999755 0.0233236 0.713032 0.999672 -0.0201007 
0.0343322 0.999995 -0.000489031 0.034329 0.999731 0.024512 0.713029 0.999638 -0.0211251 
0.0359988 0.999994 -0.000515522 0.0359952 0.999704 0.0257003 0.713019 0.999602 -0.0221494 
0.0376654 0.999993 -0.000541886 0.0376613 0.999677 0.0268886 0.713003 0.999564 -0.0231735 
0.0393321 0.999992 -0.000568135 0.0393273 0.999649 0.0280769 0.712982 0.999524 -0.0241974 
0.0409987 0.999991 -0.000594284 0.0409933 0.999619 0.0292652 0.712956 0.999483 -0.0252211 
0.0426653 0.99999 -0.000620343 0.0426593 0.999588 0.0304534 0.712926 0.99944 -0.0262446 
0.0443319 0.999989 -0.00064632 0.0443252 0.999555 0.0316415 0.712892 0.999396 -0.0272679 
0.0459985 0.999988 -0.000672223 0.045991 0.999522 0.0328296 0.712855 0.999349 -0.028291 
0.0476651 0.999987 -0.000698058 0.0476568 0.999487 0.0340176 0.712814 0.999301 -0.0293139 
0.0493317 0.999986 -0.000723832 0.0493225 0.999451 0.0352055 0.71277 0.999252 -0.0303365 
0.0509983 0.999984 -0.000749548 0.0509882 0.999414 0.0363934 0.712723 0.9992 -0.0313589 
0.0526649 0.999983 -0.000775212 0.0526538 0.999376 0.0375812 0.712673 0.999147 -0.0323811 
0.0543316 0.999982 -0.000800826 0.0543193 0.999336 0.0387689 0.71262 0.999092 -0.0334029 
0.0559982 0.99998 -0.000826393 0.0559848 0.999296 0.0399565 0.712565 0.999036 -0.0344246 
0.0576648 0.999979 -0.000851917 0.0576502 0.999254 0.041144 0.712507 0.998978 -0.0354459 
0.0593314 0.999978 -0.0008774 0.0593155 0.99921 0.0423315 0.712447 0.998918 -0.036467 
0.060998 0.999976 -0.000902844 0.0609808 0.999166 0.0435188 0.712384 0.998856 -0.0374878 
0.0626646 0.999975 -0.00092825 0.062646 0.99912 0.044706 0.712319 0.998793 -0.0385083 
0.0643312 0.999973 -0.00095362 0.0643111 0.999073 0.0458931 0.712251 0.998728 -0.0395285 
0.0659978 0.999971 -0.000978956 0.0659761 0.999025 0.0470801 0.712181 0.998661 -0.0405484 
0.0676644 0.99997 -0.00100426 0.0676411 0.998976 0.048267 0.712109 0.998592 -0.041568 
0.0693311 0.999968 -0.00102953 0.0693059 0.998925 0.0494537 0.712035 0.998522 -0.0425872 
