0 1 0
0.0332226 0.999816 0.000367886
0.0664452 0.999265 0.00147122
0.0996678 0.998346 0.00330903
0.13289 0.997063 0.0058797
0.166113 0.995416 0.00918096
0.199336 0.993408 0.0132099
0.232558 0.991043 0.0179631
0.265781 0.988323 0.0234363
0.299003 0.985253 0.0296249
0.332226 0.981838 0.0365234
0.365449 0.978083 0.0441261
0.398671 0.973993 0.0524265
0.431894 0.969575 0.0614177
0.465116 0.964834 0.071092
0.498339 0.959778 0.0814416
0.531561 0.954415 0.0924581
0.564784 0.948751 0.104132
0.598007 0.942794 0.116456
0.631229 0.936554 0.129417
0.664452 0.930039 0.143008
0.697674 0.923257 0.157218
0.730897 0.916218 0.172035
0.76412 0.908931 0.187448
0.797342 0.901405 0.203448
0.830565 0.893652 0.220021
0.863787 0.885679 0.237156
0.89701 0.877498 0.254842
0.930233 0.869118 0.273066
0.963455 0.860549 0.291817
0.996678 0.851802 0.311081
1.0299 0.842887 0.330847
1.06312 0.833814 0.351102
1.09635 0.824593 0.371834
1.12957 0.815235 0.39303
1.16279 0.805749 0.414678
1.19601 0.796145 0.436766
1.22924 0.786434 0.45928
1.26246 0.776625 0.48221
1.29568 0.766727 0.505543
1.3289 0.75675 0.529266
1.36213 0.746704 0.553369
1.39535 0.736597 0.577838
1.42857 0.726439 0.602663
1.46179 0.716237 0.627832
1.49502 0.706001 0.653334
1.52824 0.69574 0.679157
1.56146 0.68546 0.705291
1.59468 0.67517 0.731725
1.62791 0.664877 0.758449
1.66113 0.65459 0.785452
1.69435 0.644314 0.812724
1.72757 0.634057 0.840256
1.7608 0.623825 0.868038
1.79402 0.613625 0.89606
1.82724 0.603462 0.924313
1.86047 0.593343 0.952789
1.89369 0.583274 0.98148
1.92691 0.573258 1.01038
1.96013 0.563303 1.03947
1.99336 0.553411 1.06875
2.02658 0.543589 1.09822
2.0598 0.53384 1.12785
2.09302 0.524168 1.15766
2.12625 0.514577 1.18763
2.15947 0.505071 1.21775
2.19269 0.495654 1.24801
2.22591 0.486327 1.27842
2.25914 0.477095 1.30896
2.29236 0.467961 1.33964
2.32558 0.458925 1.37043
2.3588 0.449992 1.40134
2.39203 0.441163 1.43237
2.42525 0.43244 1.4635
2.45847 0.423824 1.49474
2.49169 0.415318 1.52607
2.52492 0.406923 1.5575
2.55814 0.39864 1.58901
2.59136 0.390471 1.62062
2.62458 0.382415 1.6523
2.65781 0.374474 1.68406
2.69103 0.366649 1.71589
2.72425 0.35894 1.7478
2.75748 0.351348 1.77977
2.7907 0.343872 1.8118
2.82392 0.336514 1.8439
2.85714 0.329273 1.87605
2.89037 0.322148 1.90826
2.92359 0.31514 1.94052
2.95681 0.308249 1.97283
2.99003 0.301475 2.00519
3.02326 0.294816 2.0376
3.05648 0.288272 2.07004
3.0897 0.281843 2.10253
3.12292 0.275528 2.13505
3.15615 0.269326 2.16762
3.18937 0.263237 2.20021
3.22259 0.25726 2.23284
3.25581 0.251393 2.26551
3.28904 0.245636 2.2982
3.32226 0.239988 2.33092
3.35548 0.234448 2.36366
3.3887 0.229015 2.39643
3.42193 0.223687 2.42923
3.45515 0.218463 2.46205
3.48837 0.213343 2.49489
3.52159 0.208324 2.52775
3.55482 0.203406 2.56063
3.58804 0.198588 2.59353
3.62126 0.193868 2.62645
3.65449 0.189245 2.65938
3.68771 0.184717 2.69233
3.72093 0.180284 2.7253
3.75415 0.175943 2.75827
3.78738 0.171694 2.79127
3.8206 0.167535 2.82427
3.85382 0.163465 2.85729
3.88704 0.159482 2.89031
3.92027 0.155585 2.92335
3.95349 0.151772 2.9564
3.98671 0.148043 2.98946
4.01993 0.144396 3.02253
4.05316 0.140829 3.0556
4.08638 0.137341 3.08869
4.1196 0.133931 3.12178
4.15282 0.130597 3.15488
4.18605 0.127338 3.18798
4.21927 0.124153 3.2211
4.25249 0.12104 3.25421
4.28571 0.117998 3.28734
4.31894 0.115025 3.32047
4.35216 0.112121 3.3536
4.38538 0.109284 3.38674
4.4186 0.106513 3.41989
4.45183 0.103806 3.45304
4.48505 0.101163 3.48619
4.51827 0.098581 3.51935
4.5515 0.0960601 3.55251
4.58472 0.0935988 3.58567
4.61794 0.0911958 3.61884
4.65116 0.0888499 3.65201
4.68439 0.0865599 3.68519
4.71761 0.0843248 3.71836
4.75083 0.0821434 3.75154
4.78405 0.0800145 3.78472
4.81728 0.077937 3.81791
4.8505 0.0759099 3.85109
4.88372 0.073932 3.88428
4.91694 0.0720024 3.91747
4.95017 0.07012 3.95066
4.98339 0.0682837 3.98386
5.01661 0.0664925 4.01705
5.04983 0.0647456 4.05025
5.08306 0.0630417 4.08345
5.11628 0.0613802 4.11665
5.1495 0.0597599 4.14985
5.18272 0.0581799 4.18305
5.21595 0.0566394 4.21625
5.24917 0.0551375 4.24946
5.28239 0.0536733 4.28266
5.31561 0.0522459 4.31587
5.34884 0.0508544 4.34908
5.38206 0.0494981 4.38229
5.41528 0.0481762 4.4155
5.4485 0.0468878 4.44871
5.48173 0.0456321 4.48192
5.51495 0.0444085 4.51513
5.54817 0.0432161 4.54834
5.5814 0.0420542 4.58155
5.61462 0.0409221 4.61477
5.64784 0.0398191 4.64798
5.68106 0.0387445 4.6812
5.71429 0.0376976 4.71441
5.74751 0.0366778 4.74763
5.78073 0.0356843 4.78084
5.81395 0.0347166 4.81406
5.84718 0.0337741 4.84727
5.8804 0.0328561 4.88049
5.91362 0.031962 4.91371
5.94684 0.0310912 4.94693
5.98007 0.0302433 4.98014
6.01329 0.0294175 5.01336
6.04651 0.0286135 5.04658
6.07973 0.0278306 5.0798
6.11296 0.0270682 5.11302
6.14618 0.026326 5.14624
6.1794 0.0256034 5.17946
6.21262 0.0248999 5.21267
6.24585 0.0242151 5.24589
6.27907 0.0235484 5.27911
6.31229 0.0228994 5.31233
6.34551 0.0222677 5.34555
6.37874 0.0216529 5.37877
6.41196 0.0210544 5.41199
6.44518 0.0204719 5.44522
6.47841 0.0199051 5.47844
6.51163 0.0193534 5.51166
6.54485 0.0188165 5.54488
6.57807 0.018294 5.5781
6.6113 0.0177856 5.61132
6.64452 0.0172909 5.64454
6.67774 0.0168095 5.67776
6.71096 0.0163411 5.71098
6.74419 0.0158854 5.7442
6.77741 0.015442 5.77743
6.81063 0.0150106 5.81065
6.84385 0.0145909 5.84387
6.87708 0.0141827 5.87709
6.9103 0.0137855 5.91031
6.94352 0.0133991 5.94353
6.97674 0.0130233 5.97676
7.00997 0.0126577 6.00998
7.04319 0.0123022 6.0432
7.07641 0.0119563 6.07642
7.10963 0.0116199 6.10964
7.14286 0.0112927 6.14287
7.17608 0.0109745 6.17609
7.2093 0.0106651 6.20931
7.24252 0.0103641 6.24253
7.27575 0.0100714 6.27575
7.30897 0.00978681 6.30898
7.34219 0.00951004 6.3422
7.37542 0.0092409 6.37542
7.40864 0.00897921 6.40864
7.44186 0.00872474 6.44187
7.47508 0.00847733 6.47509
7.50831 0.00823676 6.50831
7.54153 0.00800286 6.54153
7.57475 0.00777546 6.57475
7.60797 0.00755437 6.60798
7.6412 0.00733943 6.6412
7.67442 0.00713047 6.67442
7.70764 0.00692732 6.70764
7.74086 0.00672985 6.74087
7.77409 0.00653788 6.77409
7.80731 0.00635126 6.80731
7.84053 0.00616987 6.84053
7.87375 0.00599355 6.87376
7.90698 0.00582216 6.90698
7.9402 0.00565557 6.9402
7.97342 0.00549366 6.97342
8.00664 0.00533629 7.00665
8.03987 0.00518333 7.03987
8.07309 0.00503468 7.07309
8.10631 0.0048902 7.10631
8.13953 0.00474979 7.13954
8.17276 0.00461334 7.17276
8.20598 0.00448073 7.20598
8.2392 0.00435186 7.2392
8.27243 0.00422663 7.27243
8.30565 0.00410494 7.30565
8.33887 0.00398668 7.33887
8.37209 0.00387178 7.37209
8.40532 0.00376012 7.40532
8.43854 0.00365163 7.43854
8.47176 0.00354621 7.47176
8.50498 0.00344379 7.50498
8.53821 0.00334427 7.53821
8.57143 0.00324757 7.57143
8.60465 0.00315363 7.60465
8.63787 0.00306236 7.63787
8.6711 0.00297368 7.6711
8.70432 0.00288753 7.70432
8.73754 0.00280384 7.73754
8.77076 0.00272253 7.77076
8.80399 0.00264354 7.80399
8.83721 0.00256681 7.83721
8.87043 0.00249227 7.87043
8.90365 0.00241986 7.90365
8.93688 0.00234952 7.93688
8.9701 0.0022812 7.9701
9.00332 0.00221483 8.00332
9.03654 0.00215036 8.03655
9.06977 0.00208774 8.06977
9.10299 0.00202692 8.10299
9.13621 0.00196784 8.13621
9.16944 0.00191046 8.16944
9.20266 0.00185473 8.20266
9.23588 0.0018006 8.23588
9.2691 0.00174802 8.2691
9.30233 0.00169696 8.30233
9.33555 0.00164738 8.33555
9.36877 0.00159922 8.36877
9.40199 0.00155244 8.40199
9.43522 0.00150702 8.43522
9.46844 0.00146291 8.46844
9.50166 0.00142007 8.50166
9.53488 0.00137847 8.53488
9.56811 0.00133807 8.56811
9.60133 0.00129884 8.60133
9.63455 0.00126075 8.63455
9.66777 0.00122376 8.66777
9.701 0.00118784 8.701
9.73422 0.00115296 8.73422
9.76744 0.00111909 8.76744
9.80066 0.0010862 8.80066
9.83389 0.00105427 8.83389
9.86711 0.00102327 8.86711
