3.5 0 0.87934496	0.104102384285716	0.96444429	0.0292730564285722	 0	0	0	0	 
3.49989205175676 0.0274886531104897 0.879406974516813	0.104079714338589	0.964469182095642	0.0292534290475824	 0.0028546733478238	-0.00533855034405	0.000802637276449878	-0.00204471177216679	 
3.49956821368581 0.0549756105913724 0.879592921271502	0.104011701264764	0.964543822597091	0.0291945607342773	 0.00571022569616279	-0.0106739888487194	0.00160502894397364	-0.0040874001200801	 
3.499028505763 0.0824591769176355 0.879902677883783	0.103897973930925	0.964668151386909	0.0290963826299265	 0.00856752963642348	-0.0160032129053339	0.00240692767698835	-0.00612604344104445	 
3.49827296128006 0.109937656773449 0.88033604126359	0.103737914776171	0.964842068459838	0.0289587802733853	 0.0114274392399274	-0.0213231349086663	0.00320808074008054	-0.008158622213124	 
3.49730162684253 0.13740935515674 0.880892728909901	0.103530661423505	0.96506543419167	0.0287815941192069	 0.0142907808822059	-0.0266306896305178	0.00400822730390624	-0.0101831200098866	 
3.4961145623669 0.164872577483749 0.881572380719432	0.103275108926841	0.965338069713377	0.0285646202618693	 0.0171583441699951	-0.0319228414352332	0.00480709578700245	-0.012197524483851	 
3.49471184107688 0.19232562969356 0.882374561295412	0.102969912644358	0.9656597573882	0.0283076113649654	 0.0200308730042368	-0.0371965912850704	0.00560440123197142	-0.0141998283083252	 
3.49309354949895 0.219766818352597 0.883298762743976	0.102613491726463	0.966030241388737	0.0280102777938783	 0.0229090568115927	-0.0424489834838831	0.00639984272434812	-0.0161880300674335	 
3.49125978745695 0.247194450759083 0.884344407943002	0.102204033204017	0.966449228370424	0.0276722889501277	 0.0257935219759898	-0.0476771121082636	0.00719310086227303	-0.0181601350842688	 
3.48921066806595 0.274606835047457 0.885510854265673	0.101739496659939	0.966916388237192	0.0272932748052409	 0.0286848235005296	-0.0528781270761256	0.00798383528486747	-0.0201141561772794	 
3.48694631772529 0.302002280292732 0.886797397738522	0.101217619464756	0.967431354994479	0.0268728276316668	 0.0315834369287271	-0.0580492398037047	0.00877168226694771	-0.022048114335208	 
3.48446687611078 0.3293790966148 0.888203277611302	0.10063592255418	0.967993727684163	0.0264105039279189	 0.034489750552494	-0.0631877284031131	0.00955625238741825	-0.0239600393011439	 
3.48177249616604 0.356735595282675 0.889727681313742	0.0999917167243776	0.968603071395426	0.0259058265347986	 0.0374040579325551	-0.0682909423739191	0.0103371282783544	-0.0258479700565371	 
3.47886334409313 0.384070088818658 0.891369749772062	0.0992821094181861	0.969258918345004	0.0253582869392263	 0.0403265507550934	-0.0733563067437371	0.0111138624614204	-0.0277099551963519	 
3.47573959934224 0.411380891102432 0.893128583056062	0.0985040119732811	0.969960769019755	0.0247673477618846	 0.0432573120463653	-0.0783813256145095	0.011885975277875	-0.0295440531869126	 
3.47240145460067 0.438666317475065 0.895003246325731	0.097654147301084	0.970708093373984	0.0241324454245662	 0.0461963097648238	-0.0833635850730601	0.0126529529179896	-0.0313483324984192	 
3.46884911578091 0.465924684842933 0.896992776044554	0.0967290579631376	0.971500332073474	0.0234529929928237	 0.0491433907879424	-0.0883007554265808	0.0134142455552524	-0.0331208716045885	 
3.46508280200795 0.493154311781539 0.89909618642514	0.0957251146097461	0.972336897777777	0.0227283831892333	 0.0520982753084591	-0.0931905927260004	0.0141692655902482	-0.034859758842405	 
3.46110274560577 0.52035351863923 0.901312476071402	0.0946385247439092	0.973217176451885	0.0219579915723286	 0.0550605516521708	-0.0980309395426713	0.0149173860086032	-0.0365630921255565	 
3.45690919208298 0.547520627640808 0.903640634780304	0.0934653417720035	0.974140528698046	0.0211411798760228	 0.0580296715267175	-0.102819724966484	0.0156579388568547	-0.0382289785057715	 
3.45250240011773 0.57465396299102 0.906079650465208	0.0922014743012975	0.975106291098188	0.0202772995041354	 0.0610049457080191	-0.107554963796397	0.0163902138395627	-0.0398555335769845	 
3.44788264154171 0.601751850977933 0.908628516162046	0.0908426956432631	0.976113777557103	0.0193656951744732	 0.0639855401681764	-0.112234754897416	0.0171134570404196	-0.0414408807180179	 
3.44305020132338 0.628812620076174 0.911286237078961	0.0893846534807819	0.977162280636328	0.0184057087067848	 0.0669704726457512	-0.116857278701301	0.0178268697695421	-0.0429831501702966	 
3.43800537755041 0.655834601050036 0.914051837649688	0.0878228796567768	0.978251072868465	0.0173966829488305	 0.069958609656401	-0.121420793831639	0.0185296075385476	-0.0444804779479984	 
3.43274848141131 0.682816127056449 0.91692436855083	0.0861528000415403	0.979379408041522	0.0163379658347761	 0.0729486639388962	-0.125923632837492	0.0192207791644327	-0.0459310045789887	 
3.42727983717618 0.709755533747794 0.919902913643242	0.0843697444361127	0.980546522442789	0.0152289145701486	 0.0759391923286001	-0.130364197023445	0.0198994460026852	-0.0473328736758911	 
3.42159978217677 0.73665115937457 0.922986596798033	0.0824689564695034	0.981751636051694	0.0140688999376738	 0.0789285940475724	-0.134740950367669	0.0205646213094785	-0.0486842303377066	 
3.41570866678562 0.763501344887899 0.926174588568277	0.0804456034483699	0.982993953671095	0.0128573107184711	 0.0819151093975842	-0.13905241252342	0.0212152697322237	-0.0499832193835058	 
3.40960685439447 0.790304434041863 0.929466112668209	0.0782947861189788	0.984272665986522	0.0115935582232951	 0.0848968188395273	-0.143297150903315	0.0218503069271961	-0.0512279834208806	 
3.40329472139187 0.817058773495669 0.932860452222686	0.0760115483029014	0.985586950542983	0.010277080928806	 0.0878716424399855	-0.147473771849599	0.0224685993024057	-0.0524166607530515	 
