0.0583658 0.0203668
0.116732 0.0407195
0.175097 0.061039
0.233463 0.0813083
0.291829 0.10151
0.350195 0.121629
0.40856 0.141647
0.466926 0.16155
0.525292 0.181321
0.583658 0.200946
0.642023 0.220409
0.700389 0.239697
0.758755 0.258796
0.817121 0.277694
0.875486 0.296377
0.933852 0.314834
0.992218 0.333055
1.05058 0.351028
1.10895 0.368743
1.16732 0.386193
1.22568 0.403368
1.28405 0.420261
1.34241 0.436865
1.40078 0.453175
1.45914 0.469183
1.51751 0.484887
1.57588 0.500281
1.63424 0.515362
1.69261 0.530128
1.75097 0.544577
1.80934 0.558706
1.8677 0.572515
1.92607 0.586004
1.98444 0.599173
2.0428 0.612022
2.10117 0.624553
2.15953 0.636767
2.2179 0.648667
2.27626 0.660255
2.33463 0.671534
2.393 0.682507
2.45136 0.693177
2.50973 0.703549
2.56809 0.713627
2.62646 0.723414
2.68482 0.732917
2.74319 0.742138
2.80156 0.751085
2.85992 0.75976
2.91829 0.768171
2.97665 0.776321
3.03502 0.784218
3.09339 0.791865
3.15175 0.799269
3.21012 0.806436
3.26848 0.813371
3.32685 0.820079
3.38521 0.826567
3.44358 0.83284
3.50195 0.838903
3.56031 0.844763
3.61868 0.850425
3.67704 0.855894
3.73541 0.861176
3.79377 0.866276
3.85214 0.8712
3.91051 0.875952
3.96887 0.880538
4.02724 0.884963
4.0856 0.889232
4.14397 0.89335
4.20233 0.897321
4.2607 0.90115
4.31907 0.904842
4.37743 0.908401
4.4358 0.911831
4.49416 0.915137
4.55253 0.918323
4.61089 0.921392
4.66926 0.92435
4.72763 0.927199
4.78599 0.929943
4.84436 0.932586
4.90272 0.935131
4.96109 0.937582
5.01946 0.939943
5.07782 0.942215
5.13619 0.944403
5.19455 0.946509
5.25292 0.948537
5.31128 0.950489
5.36965 0.952367
5.42802 0.954175
5.48638 0.955915
5.54475 0.957589
5.60311 0.959201
5.66148 0.960751
5.71984 0.962243
5.77821 0.963679
5.83658 0.96506
5.89494 0.966389
5.95331 0.967667
6.01167 0.968897
6.07004 0.970081
6.1284 0.971219
6.18677 0.972314
6.24514 0.973367
6.3035 0.974381
6.36187 0.975355
6.42023 0.976293
6.4786 0.977194
6.53696 0.978062
6.59533 0.978896
6.6537 0.979699
6.71206 0.980471
6.77043 0.981213
6.82879 0.981927
6.88716 0.982614
6.94553 0.983274
7.00389 0.98391
7.06226 0.984521
7.12062 0.985108
7.17899 0.985674
7.23735 0.986217
7.29572 0.98674
